dish_name,ingredient_name
Lagan Ki Machli Recipe - Delicious Pomfret Curry,"tomato,salt,cumin powder,pomfret fish,sunflower oil,garam masala powder,coriander powder,red chilli powder,curd,corianderleaves,dry red chillies,cinnamon stick,lemon,cumin seeds,onion,ginger paste,turmeric powder,star anise,garlic paste"
North Arcot Special Greens Rava Puliyodharai Recipe - Broken Wheat / Dalia Puliogare,"cashew nuts,salt,wheat,mustard seeds,puliodarai powder,curry leaves,peanuts,ghee,oil"
Chow-Chow Kothamalli Chutney Recipe - Chayote Coriander Chutney,"salt,chow chow,corianderleaves,white urad dal,dry red chillies,tamarind,chana dal,sunflower oil"
Gujarati Style Multigrain Masala Kadak Puri Recipe - Masala Mathri,"salt,ghee,asafoetida,wheat flour multigrain flour,red chilli powder,corianderseeds,cumin seeds,rice flour,sunflower oil"
Ringan Methi Nu Shaak Recipe - Gujarati Style Eggplant & Fenugreek Leaves Sabzi,"salt,cumin powder,amchur,mustard seeds,brinjal,methi leaves,jaggery,red chilli powder,cumin seeds,coriander powder,turmeric powder,sunflower oil"
Dahi Baingan Recipe - Brinjal In Curd Based Gravy,"tomato,brinjal,onion,cumin seeds,turmeric powder,sunflower oil,salt,coriander,cardamompodsseeds,dry red chillies,garam masala powder,mustard seeds,red chilli powder,curd,fennel powder,sesame seeds,bay leaf,black urad dal,gram flour,curry leaves,ginger garlic paste,cinnamon stick,coriander powder,cloves"
Assamese Saaru Maas Diya Adar Jhol Recipe - Fish In Ginger Gravy,"fish,salt,ginger,mustard oil,bay leaf,water,corn flour mixed,dry red chilli,panch phoran masala,turmeric powder,green chillies"
Manipuri Style Sana Thongpa Recipe-Paneer and Green Beans in Milk Gravy Recipe,"salt,green beans,mustard oil,paneer,milk,ginger garlic paste,corianderleaves,onion,cumin seeds,turmeric powder"
Chocolate Honeycomb Bun Recipe,"salt,milk,saffron strands,water,dry yeast,sugar,chocolate chips,flour,butter"
Creamy Potato Egg Salad Recipe with Herbs,"lemon,salt,dill leaves,sour,red chilli flakes,gherkins,onion,eggs,black pepper powder,potato"
Brinjal Mor Kuzhambu Recipe,"salt,arhar dal,tamarind water,rice,brinjal,mustard seeds,asafoetida,black urad dal,coconut,curd,curry leaves,dry red chillies,methi seeds,turmeric powder,chana dal,sunflower oil"
Arbi Ke Kebab Recipe (Spicy Colocasia Kebab) Recipe,"salt,cumin powder,ginger,sunflower oil,green chilli,ajwain,chaat masala powder,cloves garlic,black peppercorns,gram flour,corianderleaves,colocasia root,almond meal,onion,wheat bread crumbs,cabbage,cinnamon powder"
No Bake Rice Mawa Cake Recipe,"khoya,ghee,poha,pistachios,saffron strands,milk,sugar,cardamom powder"
Gravel-til Bhakri Recipe (Cesme Crusted Barge Flobard),"bajra flour,salt,sesame seeds,water"
Doodanche Fov Recipe (Goan Style Milk Beaten Rice/Poha In Milk),"poha,milk,water,sugar,cardamom powder"
Egg and Cheesy Garlic Mayo Sandwich,"wheat brown bread,salt,green romaine lettuce,mustard sauce,nutralite cheesy garlic mayo,lemon,black pepper powder,pepper,eggs"
Recipe Wheat Phulka Yeast- Diabetic Friendly Baker's Yeast,"salt,wheat flour,ghee,ragi flour,sunflower oil"
Grapes Muffin Recipe,"salt,baking powder,eggs,baking soda,curd,sugar,red seedless grapes,vanilla,vinegar,wheat flour brown bread flour,butter"
Karnataka Style Bassaru Palya Recipe - Toor Dal And Dill Leaves Stir Fry,"salt,arhar dal,dill leaves,mustard seeds,cloves garlic,curry leaves,white urad dal,dry red chillies,onion,turmeric powder,chana dal"
Karwar Style Phodni Phov Recipe- Red Rice Poha With Cashew Nuts,"cashew nuts,salt,mustard seeds,coconut,asafoetida,red poha,curry leaves,white urad dal,lemon,chana dal,sunflower oil"
Chinese Bhel Recipe - Crispy Noodle Salad,"tomato,salt,carrot,sweet chutney,green bell pepper,onion,hakka noodles,sunflower oil air the noodles,red chilli sauce,green chutney,cabbage"
Cauliflower And Peas Bhurji Recipe,"salt,mustard seeds,green peas,turmeric powder,green chillies,cauliflowerflorets,sunflower oil"
Murgh Ajmeri Recipe,"corianderleaves,ajwain,onion ground,black peppercorns,green chilli paste,salt,black cardamom,mustard oil,cardamompodsseeds,mace,mint leaves,garam masala powder,coriander powder,red chilli powder,curd,chicken,lemon,garlic paste,cashew nuts,bay leaves,cinnamon stick,ghee,oil,ginger paste,cloves"
Eggless Banana Pressure Cooker Cake Recipe,"baking powder,salt,cinnamon powder,milk,baking soda,curd,sugar,vanilla,bananas robusta variety,flour,sunflower oil"
Waldorf Salad Recipe,"salt,hung curd,lot fat,celery,apple,pepper,walnuts,red grapes"
Vegan Cashew Mayonnaise Recipe,"salt,date syrup,dill leaves,mustard sauce,apple cider vinegar,cashew nuts least,cloves garlic,virgin olive oil,lemon"
Aam Ki Kheer Recipe - Mango Coconut Payasam Recipe,"ghee,mango,palm sugar,badam,cocunut,cardamom powder,coconut milk"
Buddha's Delight Recipe (Thin Rice Noodles With Vegetables),"can bamboo,salt,rice vermicelli noodles,ginger,corn flour,tofu cubes,sesameoil,soy sauce,cloves garlic,baby corn,onion,canola oil,black pepper powder,mixed vegetables broccoli florets"
Lemon Coconut Chia Energy Balls Recipe,"coconut unsweetened coconut,badam,lemon,lemon,chia seeds,dates"
Bhugi Dal Paratha Recipe - Moong Dal Paratha,"salt,yellow moong dal,cumin powder,wheat flour,ghee,red chilli powder,turmeric powder,sunflower oil"
Thai Cucumber Relish Recipe,"salt,red chillies,corianderleaves,sugar,vinegar,lebanese cucumber"
Kashmiri Style Gushtaba Recipe - Mutton Kofta in Curd,"mutton kheema,salt,ginger,bay leaf,fennel seeds,ghee,milk,curd,dry ginger powder,cinnamon stick,cumin seeds,cardamom powder,turmeric powder,cloves"
Gujarati Wadi Casserole Recipe,"basmati rice,salt,chana dal,mustard seeds,asafoetida,curry leaves,white urad dal,badi,lemon,turmeric powder,green chillies,sunflower oil"
Raw Banana Cutlet Recipe - No Onion No Garlic Jain Cutlet,"salt,cumin powder,coconut,chaat masala powder,banana,sunflower oil basting,black pepper powder,green chillies"
Carrot Paruppu Usili Recipe - Steamed Lentils Crumbled With Carrots,"salt,arhar dal,asafoetida,mustard seeds,fennel seeds,carrot,dry red chilli,curry leaves,dry red chillies,sunflower oil"
Rose Buns With Stuffed Mushroom Recipe,"salt,corianderleaves,red chilli powder,water,dry yeast,ginger garlic paste,vivatta maida,sugar,onion,button mushrooms,turmeric powder,green chillies,sunflower oil"
Scrambled Paneer Sandwich Recipe,"cashew nuts,salt,wheat brown bread,ginger,kalonji,green chilli,mustard seeds,paneer,coconut,curry leaves,onion,turmeric powder,sunflower oil"
Stuffed Chicken Recipe With Mixed Vegetables,"tomato,salt,black pepper powder ground,chicken,corianderleaves,tandoori masala,potato,chaat masala powder,red chilli powder,green peas,carrot,cashew nuts ground paste,curd,lemon,tomato ketchup"
Black Bean Soup With Mojo Recipe,"tomato,salt,cumin powder,black beans,dried oregano leaves,cloves garlic,virgin olive oil,carrot,red chilli flakes black pepper powder,orange juice,onion,lemon,green bell pepper,corianderleaves oregano leaves,dried oregano"
Eggs Benedict With Caramelised Onion And Hollandaise Sauce Recipe,"wheat brown bread,salt,onion,red chilli powder,eggs,lemon,black pepper powder,eggs,butter"
Guava And Papaya Mimosa Drink Recipe,"guava cubes,guava juice,lemon,papaya juice,champagne sparkling wine,papaya cubes"
Crunchy Vegetables Tortilla Wrap Recipe,"salt,hung curd,yellow zucchinilengthwise,cloves garlic,corianderleaves,onion,black pepper powder,cucumber,red bell pepperlengthwise,carrotinto,tortillas"
Veggie Pearl Millet Tart Recipe,"cheese,baking powder,wheat flour,salt,britannia,spinach,butter cold,paneer,mozzarella cheese,water,red chilli flakes,sugar,red yellow green bell peppers,black pepper powder,dried oregano,bajra flour,sunflower oil"
Bharwa Baingan Aur Pyaaz Ki Sabzi Recipe - Roz Ka Khana With Figaro Olive Oil,"salt,ginger,amchur,asafoetida,brinjal,jaggery,figaro pure olive oil,red chilli powder,garlic,onion,coriander powder,turmeric powder,green chillies"
Skillet Potato And Eggs Recipe,"salt,mozzarella cheese,cloves garlic,virgin olive oil,italian,onion,parsley leaves,spring onion,eggs,pepper,potato,sweet potatoes"
Dahi Suran Ki Sabzi Recipe (Stir Fried Yam in Dry Yogurt Curry Recipe),"salt,elephant yam,amchur,red chilli powder,curd,corianderleaves,cumin seeds,turmeric powder,garam masala powder,sunflower oil"
Aloo Tikki Stuffed Pita Sandwich Recipe,"salt,mint leaves,virgin olive oil,white vinegar,iceberg lettuce,corianderleaves,onion,pepper,cherry tomato,mini pita breads,aloo tikki"
Delicious Spicy Chyawanprash Cookies Recipe,"baking powder,wheat flour,salt,milk,cawanprash,water,dry ginger powder,brown sugar,caster sugar,flax seed powder,butter"
Goan Style Tonak Alsanyache Recipe (Black eyed beans cooked in Tonak Masala Recipe),"salt,green chilli,tamarind water,coconut,cardamompodsseeds,cloves garlic,black peppercorns,corianderseeds,onion,cinnamon stick,dry red chillies,cumin seeds,cloves,potato,turmeric powder,black eyed beans"
Avarekalu Tikki Recipe,"salt,cumin powder,ginger,coriander powder,mint leaves,corianderleaves,sunflower oil greasing,onion,avarekalu lilva beans,potato,turmeric powder,green chillies,sweet potatoes,garam masala powder"
Egg Stuffed Paratha Recipe,"salt,wheat flour,corianderleaves,onion,black pepper powder,sunflower oil ghee making parathas,eggs,green chillies"
Kottambari Tambuli Recipe - Udupi Style Raw Coriander Kadhi,"salt,green chilli,coconut,corianderleaves,mustard seeds,asafoetida,dry red chilli,curd,white urad dal,cumin seeds,sunflower oil"
Andhra Style Pappu Charu Recipe (Lentil Soup Style Curry),"tomato,salt,arhar dal,ghee,mustard seeds,asafoetida,cloves garlic,curry leaves,onion,tamarind paste,turmeric powder,green chillies red dry chillies"
"Peas, Corn & Paneer Savory Hand Pies Recipe","salt,ginger,pie crust,amchur,asafoetida,paneer,black pepper powder,green peas,red chilli powder,green chutney,fennel powder,cumin seeds,sweet corn,coriander powder,garam masala powder,sunflower oil"
Coconut Banana Oatmeal Porridge Recipe,"bananas,milk,water,coconut tender coconut,instant oats"
Cucumber Sandwich With Yogurt Dill Spread Recipe,"wheat brown bread,salt,hung curd,tme leaves,dill leaves,red chilli flakes,cucumber,dried oregano"
Chettinad Beetroot Kurma Recipe,"tomato,curry leaves,corianderseeds,onion,cumin seeds,turmeric powder,salt,cardamompodsseeds,dry red chillies,star anise,corianderleaves,curd,garlic paste,cashew nuts,bay leaf,fennel seeds,green peas,cinnamon stick,beetroots,ghee,oil,ginger paste,cloves"
Palak Chole Recipe (Spinach & Chickpea Curry),"tomato,salt,ginger,green chilli,bay leaves,cardamompodsseeds,red chilli powder,cloves garlic,kabuli chana,onion,coriander powder,turmeric powder,spinach leaves,garam masala powder"
Spinach Stir Fry Recipe With Garlic,"salt,mixed herbs,cloves garlic,black pepper powder,spinach leaves,butter"
Chickpea Tamarind Broth Recipe - Tolerant South Indian Gala Sana Surri,"salt,mustard seeds,coconut,jaggery,sesameoil,water,curry leaves,methi seeds,tamarind,sambar powder,kala chana"
Karnataka Style Sabsige Soppu Akki Rotti (Dill leaves and flattened Rice Bread Recipe),"salt,dill leaves,green chilli,poha,cumin seeds,rice flour"
Corn And Bell Pepper Sandwich Recipe,"wheat brown bread,red bell pepper,hung curd,salt,red chilli flakes,parsley leaves,sweet corn"
Enduri Pitha With Mango Twist Recipe,"mangopulp,salt,coconut,fennel seeds,ghee,baking soda,banana leaf,sugar,rice flour"
Matar Masala Recipe - Peas In Onion Tomato Gravy,"tomato,salt,cashew nuts,ginger,garam masala powder,red chilli powder,green peas,cloves garlic,almond milk,coriander powder,turmeric powder,green chillies,kasuri methigenerous,sunflower oil"
Aloo Gajar Matar Sabzi Recipe,"tomato,salt,ginger,mustard oil,corianderleaves,ajwain,green peas,cloves garlic,carrot,red chilli powder,onion,corianderpowder,potato,turmeric powder,garam masala powder"
Tangy Tomato Pie Tart Recipe,"tomato,cheese,salt,mixed herbs,red chilli flakes,cloves garlic,virgin olive oil,butter,sugar,water,flour,salt two"
Pudlangai Porial Recipe - Snake Gourd Porial Recipe,"salt,cumin powder,mustard seeds,coconut,curry leaves,onion,snake gourd,turmeric powder,green chillies,sunflower oil"
Posto Chicken Recipe - Bengali Chicken In Poppy Seed Paste,"tomato,salt,ginger,mustard oil,bay leaf,cardamompodsseeds,fennel seeds,red chilli powder,cloves garlic,poppy seeds,chicken,onion,cinnamon stick,lemon,cloves,ginger paste,turmeric powder,green chillies,garam masala powder,garlic paste"
Kasuri Methi Mach Recipe - Dry Fenugreek Flavoured Fish Curry,"salt,mustard oil,curd,sugar,ginger paste,rohu fish katla carp,turmeric powder,kasuri methi,garam masala powder,garlic paste"
Kerala Style Christmas Plum Cake Recipe,"baking powder,vanilla,glazed cherries,candied orange,orange,eggs,raisins,baking soda,caster sugar,flour,cinnamon powder,nutmeg powder,tutti frutti,sugar,lemon,butter,cashew nuts,ghee,milk,dried figs,caramel sauce,dry ginger powder,badam,rum orange juice,cloves"
Kerala Style Chemmeen Moilee Recipe - Prawn Curry,"tomato,salt,ginger,green chilli,cardamompodsseeds,cloves garlic,black peppercorns,pearl onion,curry leaves,sugar,cinnamon stick,lemon,coconut oil,coconut milk,turmeric powder,shrimps deveined"
Mullu Murukku Recipe - Chakli Recipe - South Indian Snack,"salt,amul,ginger,asafoetida,water,sesame seeds,also works,rice flour,green chillies,sunflower oil"
Thai Fish Cake Recipe,"salt,basa fish fillets,corn flour,sunflower oil,eggs,corianderleaves,thai red curry paste,paprika powder,onion,thai red chilli(if you don'find birds eye chillies,lemon,fish sauce thai,galangal paste (if you don'find,garlic paste"
Millet Potato Paratha Recipe,"salt,wheat flour,ginger,green chilli,methi leaves,ajwain,red chilli powder,chaat masala powder,water,cumin seeds,bajra flour,potato,turmeric powder,sunflower oil"
Crunchy Carrot Peanut Raita Recipe - Gajar Moongphali Raita,"salt,kashmiri red chilli powder,green chilli,carrot,curd,dry red chillies,peanuts"
Egg In A Biscuit Recipe,"cheese,baking powder,corianderleaves,salted butter,baking soda,curd,sugar,eggs,flour"
Baked Potato & Peas Samosa With Phyllo Pastry Recipe,"salt,butter ghee brushing,kashmiri red chilli powder,sunflower oil,amchur,pllo sheets thawed,green peas,onion,coriander powder,potato,garam masala powder,cinnamon powder"
Eggless Baked Chocolate Chip Coins Recipe,"baking powder,wheat flour,milk,baking soda,vivatta maida,vanilla,caster sugar,sunflower oil brush,chocolate chips,butter"
Carrot Lemon Rice Recipe,"salt,green chilli,rice,mustard seeds,coconut,carrot,curry leaves,white urad dal,lemon,turmeric powder,sunflower oil"
Whole Wheat Homemade English Muffins Recipe,"salt,wheat flour,milk,corn meal semolina,dry yeast,sugar,flour,butter"
Roasted Vegetable Flan Recipe In Herbed Sauce,"salt,vegetable stock,cloves garlic choped,nutmeg,heavy whipping cream,parmesan cheese,paprika powder,black pepper powder,eggs,green peas,virgin olive oil,carrot,parsley leaves,sweet corn,pepper,button mushrooms,butter,walnuts"
Mushroom Biryani Recipe,"tomato,basmati rice,coconut milk,ginger,corianderleaves,coriander powder,sunflower oil ghee,cardamompodsseeds,bay leaf,red chilli powder,onion,garlic,cinnamon stick,button mushrooms,turmeric powder,green chillies,garam masala powder"
Gawar Ki Sabzi Recipe - Cluster Beans Curry,"tomato,salt,ginger,ajwain,red chilli powder,cloves garlic,corianderleaves,gawar phali,onion,coriander powder,turmeric powder,sunflower oil"
Curried Couscous Recipe,"tomato,salt,green beans,spinach,paprika powder,celery,green peas,cloves garlic,virgin olive oil,curd,onion,curry powder,couscous,turmeric powder"
Gujarati Style Lapsi Recipe - Millet Sweet Pudding,"cashew nuts,yellow moong dal,ghee,foxtail millet,jaggery,cardamom powder"
Chilli Egg In Soya Sauce Recipe,"salt,spring onion greens,corn flour,ginger,green chilli,sesameoil,soy sauce,cloves garlic,dark soy sauce,onion,black pepper powder,green bell pepper,ginger paste,eggs"
Kale & Leeks Frittata Recipe,"salt,tme leaves,kale,leek white green parts,cloves garlic,virgin olive oil,ricotta cheese,onion,pepper,parmesan cheese,eggs,provol cheese,dried oregano"
Moong Sprouts And Sweet Potato Cutlet Recipe,"salt,cumin powder,garam masala powder,amchur,green moong sprouts,red chilli powder,ginger garlic paste,instant oats,turmeric powder,sweet potato,sunflower oil"
Andhra Style Allam Pachadi (Ginger Chutney Recipe),"tomato,salt,ginger,mustard seeds,asafoetida,curry leaves,white urad dal,dry red chillies,corianderseeds,onion,chana dal,sunflower oil"
Croquettes Recipe With Bhetki Fish,"bhetki fish,salt,bay leaves,cardamompodsseeds,eggs whipped,cloves garlic,flour,tomato ketchup,sugar,onion,cinnamon stick,wheat bread crumbs,black pepper powder,potato,green chillies,sunflower oil"
Sagu Masala Dosa Recipe,"corianderleaves,asafoetida,jaggery,cloves garlic,white urad dal,corianderseeds,onion,cumin seeds,mattaice,dosa rice,turmeric powder,chana dal,sunflower oil,salt,arhar dal,parangikai pumpkin red,poha,tamarind paste,guntur dried chillies,turnips cubes,coconut,mustard seeds,green beanscubes,dry red chilli,sugar,methi seeds,rice flour,gram dal,curry leaves,carrot cubes,byadagi dried chillies,cinnamon stick"
Mediterranean Tomato Basil Sandwich Recipe With Sweet Piquanté Pepper,"tomato,wheat brown bread,salt,hummus,lettuce leaves,corianderleaves ground paste,summac (or lemon salt,lemon,feta cheese,cucumber,red onion,sweet piquanté pepper,green chilli paste,pepper"
